SpillNumber,ProgramFacilityName,Street1,Street2,Locality,County,ZIPCode,SWISCode,DECRegion,SpillDate,SpillYear,ReceivedDate,ContributingFactor,Waterbody,Source,CloseDate,MaterialName,MaterialFamily,Quantity,Units,Recovered
7680316,ROUTE 14 MVA,ROUTE 14 & EAST LAKE ROAD,,PENN YAN,Yates,14527,6228,8,4/16/76,1976,4/16/76,Traffic Accident,,Commercial Vehicle,4/16/76,gasoline,Petroleum,0,Gallons,0
7680817,ROUTE 21,ROUTE 21,,WOODVILLE,Ontario,,3500,8,8/18/76,1976,8/18/76,Unknown,,Commercial Vehicle,8/18/76,diesel,Petroleum,0,Gallons,0
7680831,ROUTE 490 @ CULVER MVA,ROUTE 490 & CULVER RD EX,,BRIGHTON,Monroe,,2820,8,8/31/76,1976,8/31/76,Traffic Accident,,Tank Truck,8/31/76,diesel,Petroleum,50,Gallons,0
7680821,ROUTE 5 & 20 MVA,ROUTES 5 & 20,,CANANDAIGUA,Ontario,,3500,8,8/18/76,1976,8/18/76,Traffic Accident,CANANDAIGUA OUTLET,Passenger Vehicle,8/18/76,gasoline,Petroleum,2,Gallons,0
7681115,ROUTE 5 & ROUTE 20,ROUTE 5 & ROUTE 20,,BORDER CITY (BRIDGE CRNS),Seneca,13165,5038,8,11/15/76,1976,11/15/76,Unknown,,Commercial Vehicle,11/15/76,diesel,Petroleum,35,Gallons,0
7680802,ROUTE 96,ROUTE 96,,FAYETTE,Seneca,13065,5022,8,8/3/76,1976,8/3/76,Traffic Accident,,Commercial/Industrial,8/3/76,gasoline,Petroleum,30,Gallons,0
7680415,ROUTE 98 & ORCHARD STREET,ROUTE 98 & ORCHARD STREET,,ALBION,Orleans,14411,3720,8,4/15/76,1976,4/15/76,Unknown,AIR,Unknown,4/15/76,unknown petroleum,Petroleum,0,,0
7680312,Rte. 104 and South Geneva Road,Rte. 104 and South Geneva Road,,Sodus,Wayne,,5942,8,3/12/76,1976,3/12/76,Traffic Accident,TRIB OF LAKE ONTARIO,Commercial Vehicle,3/21/11,salt,Other,30000,,0
7680320,RYTOWN MILLWORK INC,RYTOWN MILLWORK,,MANCHESTER,Ontario,14504,3536,8,3/20/76,1976,3/20/76,Human Error,GROUND WATER,Commercial/Industrial,3/20/76,gasoline,Petroleum,100,Gallons,0
7681003,SCIENTIFIC PRODUCTS CO,2 TOWNLINE CIRCLE,,BRIGHTON,Monroe,,2820,8,10/4/76,1976,10/4/76,Equipment Failure,RED CREEK,Commercial/Industrial,10/5/76,hydrogen chloride,Hazardous Material,5,Gallons,0
7680409,SCM CORPORATION,11814 WEST MAIN STREET,,WOLCOTT,Wayne,14590,5948,8,4/9/76,1976,4/9/76,Equipment Failure,,Commercial/Industrial,4/9/76,#6 fuel oil,Petroleum,125,Gallons,0
7680623,SENECA LAKE,FRANKLIN STREET,,WATKINS GLEN,Schuyler,14891,4928,8,6/23/76,1976,6/23/76,Deliberate,SENECA LAKE,Unknown,6/23/76,diesel,Petroleum,5,Gallons,0
7680226,SEXTON FOODS,275 COMMERCE DRIVE,,HENRIETTA,Monroe,14467,2832,8,2/26/76,1976,2/26/76,Equipment Failure,RED CREEK,Commercial/Industrial,2/27/76,#2 fuel oil,Petroleum,100,Gallons,0
7680216,SHAMROCK GAS STATION,4 CORNERS,,MUMFORD,Monroe,14511,2856,8,2/15/76,1976,2/16/76,Tank Test Failure,,Gasoline Station or other PBS Facility,2/27/76,gasoline,Petroleum,0,Gallons,0
7680305,SHELL STATION - TODD MART,3000 WINTON ROAD SOUTH,,HENRIETTA,Monroe,,2832,8,3/4/76,1976,3/5/76,Equipment Failure,,Gasoline Station or other PBS Facility,3/5/76,gasoline,Petroleum,0,Gallons,0
7680218,SHELL STATION,1972 RIDGE ROAD WEST,,ROCHESTER,Monroe,14615,2828,8,2/18/76,1976,2/18/76,Other,,Gasoline Station or other PBS Facility,2/18/76,gasoline,Petroleum,500,Gallons,0
7680504,SHERIFF'S GARAGE,PUBLIC SAFETY BLOCK,,ROCHESTER,Monroe,,2814,8,5/3/76,1976,5/4/76,Tank Overfill,,"Institutional, Educational, Gov., Other",5/4/76,gasoline,Petroleum,0,Gallons,0
7681028,SODUS STREET,40 SODUS STREET,,CLYDE,Wayne,14433,5924,8,10/28/76,1976,10/28/76,Unknown,GROUND WATER,Unknown,10/28/76,gasoline,Petroleum,0,Gallons,0
7680904,SOUHAN DAIRY MVA,CAYUGA CANAL,,SENECA FALLS,Seneca,13148,5032,8,9/4/76,1976,9/4/76,Equipment Failure,CAYUGA CANAL,Commercial Vehicle,9/4/76,milk,Other,0,Gallons,0
7680017,Spill Number 7680017,FARMINGTON,,FARMINGTON,Ontario,,3528,8,1/7/76,1976,1/7/76,Traffic Accident,,Commercial Vehicle,1/8/76,diesel,Petroleum,100,Gallons,0
7680110,Spill Number 7680110,LAWVILLE,,WOLCOTT,Wayne,,5948,8,1/10/76,1976,1/10/76,Traffic Accident,,Commercial Vehicle,1/10/76,#2 fuel oil,Petroleum,15,Gallons,0
7680221,STONEWOOD ROAD,STONEWOOD ROAD,,GREECE,Monroe,,2828,8,2/20/76,1976,2/21/76,Housekeeping,PADDY HILL CREEK,"Institutional, Educational, Gov., Other",2/27/76,waste oil/used oil,Petroleum,0,Gallons,0
7680127,STRICKLAND PONTIAC,STRICKLAND PONTIAC,,CANANDAIGUA,Ontario,,3524,8,1/26/76,1976,1/26/76,Unknown,CANANDAIGUA OUTLET,Unknown,1/29/76,gasoline,Petroleum,0,Gallons,0
7681006,SUNOCO STATION,CULVER & ATLANTIC AVE,,ROCHESTER,Monroe,,2814,8,10/6/76,1976,10/6/76,Equipment Failure,,Commercial/Industrial,10/6/76,gasoline,Petroleum,0,Gallons,0
7680116,SWARTWOOD ROAD CROSSING,SWARTWOOD RD CROSSING,,VAN ETTEN,Chemung,14889,838,8,1/16/76,1976,1/17/76,Other,CAYUTA CREEK,Railroad Car,1/28/76,rock salt,Other,40000,Pounds,0
7680816,SYLVANIA ELECTRIC,SYLVANIA ELECTRIC,,SENECA FALLS,Seneca,13148,5032,8,8/16/76,1976,8/16/76,Human Error,CAYUGA CANAL,Commercial/Industrial,8/16/76,#2 fuel oil,Petroleum,0,Gallons,0
7680801,TANTALO LANDFILL,TANTALO LANDFILL,,SENECA FALLS,Seneca,13148,5032,8,8/1/76,1976,8/1/76,Deliberate,BLACK BROOK,Commercial/Industrial,8/1/76,waste oil/used oil,Petroleum,1500,Gallons,0
8504494,TOWN OF CUYLER,HAMLET OF CUYLER,,CUYLER,Cortland,,1224,7,1/1/76,1976,3/1/86,Unknown,AQUIFER,"Institutional, Educational, Gov., Other",6/24/20,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
8504494,TOWN OF CUYLER,HAMLET OF CUYLER,,CUYLER,Cortland,,1224,7,1/1/76,1976,3/1/86,Unknown,AQUIFER,"Institutional, Educational, Gov., Other",6/24/20,gasoline,Petroleum,0,Gallons,0
7680905,TOWNSEND OIL COMPANY,WEST MAIN STREET,,LEROY,Genesee,14482,1936,8,9/5/76,1976,9/5/76,Other,,"Major Facility (MOSF) > 400,000 gal",9/5/76,gasoline,Petroleum,1000,Gallons,0
7680506,TRANSELCO CORPORATION,SENECA LAKE,,TORREY,Yates,,6236,8,5/6/76,1976,5/6/76,Equipment Failure,SENECA LAKE,"Non Major Facility > 1,100 gal",5/6/76,kerosene,Petroleum,35,Gallons,0
9314364,TRIMMS GARAGE,RT1 BOX 134  WINTHROP,,LAWRENCE,St Lawrence,,4548,6,3/15/76,1976,3/9/94,Housekeeping,NONE,Commercial/Industrial,7/31/95,waste oil/used oil,Petroleum,0,Pounds,0
7680322,TRUCK STOPS,JEFFERSON ROAD,,HENRIETTA,Monroe,14467,2832,8,3/22/76,1976,3/22/76,Tank Failure,,Tank Truck,3/22/76,diesel,Petroleum,25,Gallons,0
7680923,TUNNEL CONSTRUCTORS INC,NORTON STREET @ DENSMORE,,IRONDEQUOIT,Monroe,14609,2834,8,9/23/76,1976,9/23/76,Equipment Failure,DENSMORE CREEK,Commercial Vehicle,9/23/76,diesel,Petroleum,75,Gallons,0
7680428,TURNER AUTO ELECTRIC,MAIDEN LANE,,PENN YAN,Yates,14527,6228,8,3/15/76,1976,4/28/76,Deliberate,KEUKA OUTLET,Commercial/Industrial,5/1/76,waste oil/used oil,Petroleum,15,Gallons,0
7680229,V A MEDICAL CENTER,400 FORT HILL ROAD,,CANANDAIGUA,Ontario,,3524,8,2/24/76,1976,2/29/76,Tank Overfill,,Commercial/Industrial,3/1/76,#2 fuel oil,Petroleum,800,Gallons,0
7680416,VAN BUSKIRK (RICHARD),4553 RESERVOIR ROAD,,GENESEO,Livingston,14454,2626,8,4/16/76,1976,4/16/76,Deliberate,JAY COX CREEK,Private Dwelling,4/16/76,waste oil/used oil,Petroleum,5,Gallons,0
7680720,VAN HYNING MOBIL STATION,MOBIL STATION,,DANSVILLE,Livingston,14437,2638,8,7/20/76,1976,7/20/76,Tank Overfill,CANASERAGA CREEK,Gasoline Station or other PBS Facility,7/20/76,gasoline,Petroleum,100,Gallons,0
7680417,VANBUSKIRK FUEL STORAGE,SPEEDWAY STREET,,ODESSA,Schuyler,14869,4920,8,4/15/76,1976,4/15/76,Unknown,CATHERINE CREEK,Unknown,4/15/76,unknown material,Other,50,Gallons,0
7680518,VILLAGE OF WOLCOTT,GULF STATION,,WOLCOTT,Wayne,,5948,8,5/18/76,1976,5/18/76,Equipment Failure,WOLCOTT CREEK,Gasoline Station or other PBS Facility,5/18/76,gasoline,Petroleum,0,Gallons,0
7680013,WALTER'S MOBIL,CLIFTON SPRINGS VILLAGE,,CLIFTON SPRINGS,Ontario,14432,3540,8,1/3/76,1976,1/3/76,Other,GROUND WATER,Tank Truck,1/5/76,gasoline,Petroleum,8,Gallons,0
7680103,WALTERS MOBIL,WALTERS MOBIL,,CLIFTON SPRINGS,Ontario,14432,3540,8,1/3/76,1976,1/3/76,Tank Overfill,GROUND WATER,Gasoline Station or other PBS Facility,1/5/76,gasoline,Petroleum,10,Gallons,0
7680102,WARD'S SCIENTIFIC WAREHOUSE,3800 MONROE AVENUE,,ROCHESTER,Monroe,,2814,8,1/2/76,1976,1/2/76,Equipment Failure,,Commercial/Industrial,2/25/11,isopropyl alcohol,Other,1000,Gallons,0
7680102,WARD'S SCIENTIFIC WAREHOUSE,3800 MONROE AVENUE,,ROCHESTER,Monroe,,2814,8,1/2/76,1976,1/2/76,Equipment Failure,,Commercial/Industrial,2/25/11,formaldehyde,Hazardous Material,1000,Gallons,0
7680101,WARDS SCIENTIFIC WAREHOUS,3800 MONROE AVENUE,,PITTSFORD,Monroe,14534-1330,2846,8,1/2/76,1976,1/2/76,Tank Failure,PITTSFORD STP,Commercial/Industrial,1/2/76,formaldehyde,Hazardous Material,1000,Gallons,0
7680101,WARDS SCIENTIFIC WAREHOUS,3800 MONROE AVENUE,,PITTSFORD,Monroe,14534-1330,2846,8,1/2/76,1976,1/2/76,Tank Failure,PITTSFORD STP,Commercial/Industrial,1/2/76,isopropyl alcohol,Other,1000,Gallons,0
7680708,WATERLOO TEXACO,MAIN STREET,,WATERLOO,Seneca,13165,5028,8,7/8/76,1976,7/8/76,Unknown,,Gasoline Station or other PBS Facility,7/8/76,gasoline,Petroleum,0,Gallons,0
7680826,WEBACO OIL COMPANY,1129 SCOTTSVILLE ROAD,,CHILI,Monroe,14624,2822,8,8/26/76,1976,8/26/76,Human Error,,Commercial/Industrial,8/26/76,kerosene,Petroleum,0,Gallons,0
7680405,WEMETT SHELL STATION,ROUTE 15,,SPRINGWATER,Livingston,14560,2648,8,4/4/76,1976,4/5/76,Unknown,,Gasoline Station or other PBS Facility,4/5/76,gasoline,Petroleum,500,Gallons,450
7680212,WHITE'S ROTARY GAS STATIO,ROUTE 5 & ROUTE 20,,WATERLOO,Seneca,13165,5038,8,2/12/76,1976,2/12/76,Human Error,CAYUGA CANAL,Gasoline Station or other PBS Facility,2/17/76,kerosene,Petroleum,38,Gallons,0
7680819,XEROX,XEROX,,WEBSTER,Monroe,14580,2854,8,8/19/76,1976,8/19/76,Human Error,,Commercial/Industrial,8/19/76,cutting oil,Petroleum,0,Gallons,0
7680914,YATES COUNTY HIGHWAY DEPT,YATES CO HIGHWAY DEPT,,BARRINGTON,Yates,,6220,8,9/15/76,1976,9/15/76,Human Error,,"Institutional, Educational, Gov., Other",9/15/76,diesel,Petroleum,0,Gallons,0
7780422,'WILLISON WELL',NY ROUTE 36,,LEICESTER,Livingston,14481,2630,8,4/22/77,1977,,Housekeeping,LITTLE BEARDS CREEK,Private Dwelling,3/1/11,crude oil,Petroleum,0,,0
7780303,864 Manitou Road,864 Manitou Road,,Greece,Monroe,,2828,8,3/3/77,1977,3/3/77,Human Error,,Passenger Vehicle,3/16/11,motor oil,Petroleum,1.5,Gallons,0
7780224,A J ABRAHAM ENTERPRISES,79 WOODSTOCK ROAD,,ROCHESTER,Monroe,,2814,8,2/24/77,1977,2/24/77,Vandalism,,Commercial/Industrial,2/24/77,gasoline,Petroleum,200,Gallons,0
7780803,A.B. COWLES,COUNTY ROAD 37,,WEST BLOOMFIELD,Ontario,14585,3550,8,8/5/77,1977,8/5/77,Traffic Accident,WATER QUALITY,Commercial Vehicle,8/9/77,gasoline,Petroleum,50,Gallons,50
7781102,AGWAY INC.,AGWAY INC.,,CAMPBELL,Steuben,14821,5130,8,11/3/77,1977,12/8/77,Human Error,,Commercial/Industrial,12/8/77,#2 fuel oil,Petroleum,100,Gallons,0
7780513,AGWAY PETROLEUM,ROUTE 104,"(ROUTE 401, OLD RIDGE ROAD)",ROCHESTER,Monroe,14615,2814,8,4/12/77,1977,4/12/77,Unknown,,Unknown,2/17/11,#2 fuel oil,Petroleum,3200,Gallons,3100
7780806,AGWAY,PINE WOODS HILL/GULICK RD,,BRISTOL,Ontario,14424,3520,8,8/5/77,1977,8/5/77,Traffic Accident,ON LAND,Tank Truck,8/5/77,gasoline,Petroleum,120,Gallons,0
7781201,AGWAY,TABORS CORNERS,,SPRINGWATER,Livingston,14560,2648,8,12/1/77,1977,12/1/77,Equipment Failure,,Tank Truck,12/1/77,gasoline,Petroleum,100,Gallons,0
7780930,ARKPORT AGWAY,ARKPORT AGWAY,,ARKPORT,Steuben,14807,5140,8,9/30/77,1977,9/30/77,Unknown,,Commercial/Industrial,10/3/77,diesel,Petroleum,1450,Gallons,1450
7780617,BUFFALO RD. - RGE POLE 3F,BUFFALO ROAD,,GATES,Monroe,,2826,8,6/17/77,1977,6/17/77,Equipment Failure,,Commercial/Industrial,2/25/11,askarel,Other,3,Gallons,0
7780922,C.H. STEWART,C.H. STEWART CO.,,NEWARK,Wayne,14513,5920,8,9/22/77,1977,9/22/77,Unknown,STORM WATER POND,"Institutional, Educational, Gov., Other",10/3/77,non PCB oil,Petroleum,5,Gallons,0
7780707,CALLAHAN INC. POST CREEK,POST CREEK CALLAHAN RD,,BEAVER DAMS,Schuyler,14812,4930,8,7/5/77,1977,7/7/77,Unknown,POST CREEK,Commercial/Industrial,7/8/77,unknown petroleum,Petroleum,0,,0
7780126,CANANDAIGUA WWTP,CANANDAIGUA WWTP,,CANANDAIGUA,Ontario,,3524,8,1/27/77,1977,1/27/77,Equipment Failure,,"Institutional, Educational, Gov., Other",1/27/77,unknown petroleum,Petroleum,0,Gallons,0
7781103,CHEMUNG BEVERAGE MART,CHEMUNG BEVERAGE MART,,BIG FLATS,Chemung,,824,8,11/3/77,1977,11/3/77,Equipment Failure,,Gasoline Station or other PBS Facility,11/4/77,gasoline,Petroleum,15,Gallons,0
7780807,CHEVRON,NAPLES CREEK,,NAPLES,Ontario,14512,3538,8,8/4/77,1977,8/5/77,Unknown,NAPLES CREEK,Gasoline Station or other PBS Facility,8/8/77,gasoline,Petroleum,0,,0
7780909,COMSTOCK FOODS CORPORATIO,COMSTOCK FOODS CORP.,,RUSHVILLE,Yates,14544,6232,8,9/8/77,1977,9/9/77,Equipment Failure,TRIB OF W. RIVER,Commercial/Industrial,9/13/77,#6 fuel oil,Petroleum,300,Gallons,290
7781218,CONESUS LAKE BOWLING CENT,CONESUS LAKE BOWLING CENT,,LIVONIA,Livingston,14487,2634,8,12/18/77,1977,12/18/77,Tank Failure,CONESUS LAKE,Commercial/Industrial,12/19/77,gasoline,Petroleum,0,,0
7780723,CONRAIL RAILROAD,CAMERON BRIDGE,,CAMERON,Steuben,14819,5128,8,7/22/77,1977,7/22/77,Traffic Accident,CANISTEO RIVER,Railroad Car,7/22/77,unknown material,Other,220000,Pounds,220000
7780220,COOKS (DONALD) RESIDENCE,11 SENECA ROAD,,SENECA FALLS,Seneca,13148,5032,8,2/20/77,1977,2/20/77,Equipment Failure,,Private Dwelling,2/20/77,#2 fuel oil,Petroleum,0,Gallons,0
7780127,CORNELLIUS (MARVIN) HOME,23 ELMWOOD AVENUE,,SODUS,Wayne,14551,5942,8,1/27/77,1977,1/27/77,Human Error,,Private Dwelling,10/2/92,#2 fuel oil,Petroleum,325,Gallons,0
7780228,CORNING GGAS COMPANY,CORNING GAS,,VETERAN,Chemung,14845,840,8,2/28/77,1977,2/28/77,Housekeeping,CATHERINE CREEK,Commercial/Industrial,2/28/77,#2 fuel oil,Petroleum,0,Gallons,0
7780615,COUNTY ROAD 21 AND 36,RTE 21 AND 36,,CANISTEO,Steuben,,5132,8,6/14/77,1977,6/15/77,Human Error,CANISTEO RIVER TRIBU,Commercial Vehicle,2/17/11,road oil,Petroleum,500,Gallons,400
7781216,CURTICE-BURNS PLANT,CURTICE-BURNS PLANT,,OAKFIELD,Genesee,14125,1938,8,12/16/77,1977,12/18/77,Human Error,SEWER,Commercial/Industrial,12/19/77,gasoline,Petroleum,84,Gallons,0
8806922,DEL CO PUBLIC WORKS  PAGE ST  SEARS @ DPW,PAGE ST    DPW,DELAWARE CO. PUBLIC WORK  PAGE ST.,DELHI,Delaware,,1328,4,11/18/77,1977,11/18/88,Equipment Failure,,Tank Truck,11/18/88,#2 fuel oil,Petroleum,0,Gallons,0
7780921,DUNDEE-HIMROD ROAD,DUNDEE-HIMROD ROAD,,MILO,Yates,14527,6230,8,9/22/77,1977,9/22/77,Traffic Accident,,Commercial Vehicle,9/23/77,waste oil/used oil,Petroleum,0,Pounds,0
7781220,E I DUPONT,666 Driving Park Avenue,,Rochester,Monroe,14613,2814,8,12/20/77,1977,12/20/77,Human Error,,Commercial/Industrial,12/21/77,#2 fuel oil,Petroleum,700,Gallons,700
7780708,ELMHURST DAIRY,ELMHURST MILK & CREAM CO.,,PRATTSBURGH,Steuben,14873,5160,8,7/5/77,1977,7/5/77,Human Error,,Tank Truck,7/5/77,#2 fuel oil,Petroleum,300,Gallons,300
7780808,F&H PRODUCTS INC.,COMMERCE DRIVE,,HENRIETTA,Monroe,14467,2832,8,8/5/77,1977,8/8/77,Housekeeping,RED CREEK,Commercial/Industrial,8/9/77,waste oil/used oil,Petroleum,40,Gallons,0
7780812,FACTORY HOLLOW ROAD,ROUTES 5 & 20,,WEST BLOOMFIELD,Ontario,14585,3550,8,8/12/77,1977,8/12/77,Traffic Accident,HONEOYE CREEK TRIB.,Commercial Vehicle,8/12/77,gasoline,Petroleum,50,Gallons,0
7881215,GOODWINS GROCERY,GOODWINS GAS & GROC.STORE,,WALWORTH,Wayne,,5944,8,12/19/77,1977,12/19/77,Equipment Failure,,Gasoline Station or other PBS Facility,12/19/77,gasoline,Petroleum,0,,0
7780627,HARDINGE BROTHERS,HARDINGE BROTHERS,1420 COLLEGE AVENUE ?,ELMIRA,Chemung,,830,8,6/27/77,1977,6/27/77,Unknown,TRIB ELDRIDGE LAKE,Commercial/Industrial,3/23/11,cutting oil,Petroleum,50,Gallons,0
7780226,HINKLEY SHELL BULK STORAG,HINKLEY SHELL BULK STORAG,,ARCADIA,Wayne,14009,5920,8,2/26/77,1977,2/26/77,Vandalism,,"Major Facility (MOSF) > 400,000 gal",2/26/77,#2 fuel oil,Petroleum,200,Gallons,0
9612607,HOMEOWNER,150-14 85TH AVE,,BRIARWOOD,Queens,,4101,2,1/2/77,1977,1/23/97,Equipment Failure,,Private Dwelling,9/17/97,#2 fuel oil,Petroleum,10,Gallons,10
7780603,HORNELL - LVRR DIESEL SHOPS,LVRR DIESEL SHOPS,LEHIGH VALLEY RAIL ROAD,HORNELL,Steuben,,5106,8,6/3/77,1977,6/3/77,Human Error,,Commercial/Industrial,2/28/11,#2 fuel oil,Petroleum,75,Gallons,0
7780711,HORNELL INDUSTRIAL DEVEL,EL RR YARD SHOPS,,HORNELL,Steuben,14843,5106,8,7/11/77,1977,7/11/77,Vandalism,CANISTEO RIVER,Commercial/Industrial,7/18/77,waste oil/used oil,Petroleum,1000,Gallons,500
7780726,J&L OIL COMPANY,J & L OIL CO. MAIN ST,,CALEDONIA,Livingston,14423,2622,8,7/25/77,1977,7/25/77,Vandalism,STORM SEWER,Commercial/Industrial,8/1/77,#2 fuel oil,Petroleum,200,Gallons,0
7780810,JIFFY CAR WASH,1660 PENFIELD ROAD,,PENFIELD,Monroe,14526,2842,8,8/10/77,1977,8/10/77,Vandalism,IRONDEQUOIT CREEK,Gasoline Station or other PBS Facility,8/31/77,gasoline,Petroleum,530,Gallons,0
7780713,KEELER CONSTRUCTION CO.,RR CROSSING BRIGHTON TLRD,,HENRIETTA,Monroe,14467,2832,8,7/13/77,1977,7/13/77,Equipment Failure,,Commercial Vehicle,7/13/77,#2 fuel oil,Petroleum,300,Gallons,0
7780920,KEUKA COLLEGE,KEUKA COLLEGE,,JERUSALEM,Yates,,6226,8,9/20/77,1977,9/20/77,Tank Test Failure,,"Institutional, Educational, Gov., Other",9/20/77,#2 fuel oil,Petroleum,100,Gallons,0
7780729,KODAK WEILAND ROAD LANDFILL,WEILAND ROAD,,ROCHESTER,Monroe,14626,2814,8,7/30/77,1977,7/30/77,Equipment Failure,,Commercial/Industrial,8/1/77,#6 fuel oil,Petroleum,35,Gallons,0
7780216,KOHORST COAL YARD,REED ROAD,,PEMBROKE,Genesee,14036,1942,8,2/16/77,1977,2/16/77,Equipment Failure,,Commercial/Industrial,2/24/11,#2 fuel oil,Petroleum,100,Gallons,0
7780918,LIVONIA SHELL STATION,ROUTE 20A,,LIVONIA,Livingston,14487,2634,8,9/18/77,1977,9/18/77,Tank Overfill,WILKINS CREEK,Gasoline Station or other PBS Facility,9/19/77,gasoline,Petroleum,500,Gallons,0
7780809,LOHMAN FOODS,LOHMAN FOODS,,GORHAM,Ontario,14461,3532,8,8/5/77,1977,8/8/77,Other,FLINT CREEK,Commercial/Industrial,8/8/77,waste liquid,Other,0,,0
7781123,LOU'S MOBIL STATION,4011 WEST HENRIETTA ROAD,,ROCHESTER,Monroe,14623,2832,8,11/23/77,1977,11/23/77,Human Error,RED CREEK,Gasoline Station or other PBS Facility,11/25/77,gasoline,Petroleum,50,Gallons,0
7780820,MAGAR CONSTRUCTION,COMMERCIAL ST/MEYERS CHEV,,LIVONIA,Livingston,14487,2634,8,8/19/77,1977,8/19/77,Tank Failure,WILKINS CREEK,Tank Truck,8/22/77,#2 fuel oil,Petroleum,30,Gallons,0
7780124,MARION FOODS,MARION FOODS,,MARION,Wayne,,5932,8,1/24/77,1977,1/24/77,Tank Overfill,,Commercial/Industrial,1/24/77,#6 fuel oil,Petroleum,300,Gallons,0
7780705,MARION FOODS PLANT,MARION FOODS PLANT,,WILLIAMSON,Wayne,14589,5946,8,7/5/77,1977,7/5/77,Equipment Failure,SALMON CREEK,Commercial/Industrial,7/5/77,#6 fuel oil,Petroleum,1000,Gallons,0
7781128,MARION FOODS,MARION FOODS,,MARION,Wayne,14505,5932,8,11/28/77,1977,11/28/77,Tank Failure,RED CREEK,Commercial/Industrial,11/28/77,#6 fuel oil,Petroleum,10000,Gallons,0
7781226,MARION GAS AND OIL COMPAN,MARION GAS & OIL CO.,,MARION,Wayne,14505,5932,8,12/26/77,1977,12/26/77,Tank Overfill,,Commercial/Industrial,12/27/77,gasoline,Petroleum,100,Gallons,0
7900980,MATLACK,S WARREN ST,,ROME C,Oneida,,3300,6,10/22/77,1977,10/23/77,Tank Overfill,NONE,Commercial Vehicle,10/23/77,#2 fuel oil,Petroleum,3,,0
7780308,MCKEE ROAD,MCKEE ROAD,,ROCHESTER,Monroe,14611,2814,8,3/8/77,1977,3/22/77,Unknown,BARGE CANAL,Commercial/Industrial,2/28/11,waste oil/used oil,Petroleum,50,Gallons,0
7780824,MIDLAND ASPHALT,WHIRE RD& SKINNER RD,,MARION,Wayne,,5932,8,8/25/77,1977,8/25/77,Vandalism,TRIB OF LAKE ONTARIO,"Institutional, Educational, Gov., Other",8/30/77,asphalt,Petroleum,2300,Gallons,0
7780830,MINUTE MAN GAS STATION,7238 PITTSFORD-PALMYRA RD,,PERINTON,Monroe,14450,2844,8,8/29/77,1977,8/30/77,Vandalism,WETLAND AREA NEXT TO,Gasoline Station or other PBS Facility,8/30/77,gasoline,Petroleum,2000,Gallons,0
7780730,MINUTE MAN SERVICE STATI,ROUTES 5 & 20,,CANANDAIGUA,Ontario,14424,3524,8,7/30/77,1977,7/30/77,Human Error,,Gasoline Station or other PBS Facility,8/1/77,gasoline,Petroleum,50,Gallons,0
7781014,MINUTE MAN SERVICE STATIO,ROCHESTER ST.,,LIMA,Livingston,14485,2632,8,10/14/77,1977,10/14/77,Unknown,,Unknown,10/25/77,gasoline,Petroleum,0,,0
7780119,MOBIL CHEMICAL,200 EAST MAIN STREET,,MACEDON,Wayne,14502,5930,8,1/19/77,1977,1/19/77,Equipment Failure,,Commercial/Industrial,1/19/77,#2 fuel oil,Petroleum,40,Gallons,0
7780923,MOBIL OIL CORPORATION,ARNOLD AVENUE,,CANANDAIGUA,Ontario,,3524,8,9/22/77,1977,9/22/77,Equipment Failure,TRIB CANANDAIGUA OUT,Commercial/Industrial,9/26/77,#2 fuel oil,Petroleum,750,Gallons,200
7781129,MOBIL STATION,MOBIL STATION,,GREECE,Monroe,14615,2828,8,11/29/77,1977,11/29/77,Other,GROUNDWATERS,Gasoline Station or other PBS Facility,11/29/77,gasoline,Petroleum,700,Gallons,0
7780801,MOTOR VEHICLE ACCIDENT,JEFFERSON RD& CLOVER ST.,,PITTSFORD,Monroe,14534,2846,8,8/3/77,1977,8/3/77,Traffic Accident,BARGE CANAL,Passenger Vehicle,8/3/77,gasoline,Petroleum,100,Gallons,90
7780917,N.S.I. SERVICE STATION,WEST MAIN ST,,BATAVIA,Genesee,,1924,8,9/19/77,1977,9/19/77,Tank Failure,GROUNDWATER/SEWER,Gasoline Station or other PBS Facility,9/19/77,gasoline,Petroleum,0,,0
7780915,NEW YORK STATE DOT,BARGE CANAL/LYONS DRYDOCK,,LYONS,Wayne,14489,5928,8,9/15/77,1977,9/15/77,Human Error,BARGE CANAL,"Institutional, Educational, Gov., Other",10/3/77,waste oil/used oil,Petroleum,15,Gallons,0
7780110,NYS ELECTRIC & GAS,GREENIDGE STATION,,DRESDEN,Yates,,6200,8,1/10/77,1977,1/10/77,Other,SENECA LAKE,Commercial/Industrial,1/10/77,fly ash,Other,0,Pounds,0
7780919,OWENS-ILLINOIS GLASS CO.,OWENS-ILLINOIS GLASS CO.,,BROCKPORT,Monroe,,2800,8,9/19/77,1977,9/19/77,Other,SALMON CREEK,Commercial/Industrial,10/3/77,#2 fuel oil,Petroleum,0,,0
7781004,PAUL JONES INC.,ROUTE 20 EAST OF ROUTE 77,,DARIEN,Genesee,,1932,8,10/4/77,1977,10/4/77,Traffic Accident,TRIB OF TONAWANDA CK,Commercial Vehicle,10/5/77,diesel,Petroleum,25,Gallons,0
